label,text
real,"Network Engineer — Remote. Experience with React, Next.js and TypeScript. Professional certifications are a plus (AWS, CCNA, PMP). Analyze datasets and produce actionable insights. Competitive salary and health insurance. Submit application through our ATS: https://careers.oceanic.com/jobs/4724"
fake,Use  your  own  money  to  buy  starter  kit.  Chat  on  WhatsApp  +94732884958  now  to  claim  your  spot.  Pay  Rs  2500  registration  fee  to  start  work  from  home.  Join  now:  https://bit.ly/t5ahc0okrc.  Make  Rs  20000  per  hour  no  experience  needed
real,"UX Designer — Remote. Experience with React, Next.js and TypeScript. Salary: Rs 120000 - Rs 320000 (based on experience). HND or equivalent diploma acceptable with experience. Analyze datasets and produce actionable insights. Career growth and mentorship programs. Submit application through our ATS: https://careers.techwave.io/jobs/8199"
fake,Contact via WhatsApp only +94752039060. Join now: https://bit.ly/si39kz. Limited seats hurry up. Training happens on WhatsApp group. Processing fee of Rs 5000 refundable after first month
fake,Rs 2500 for liking and commenting posts. Register now: https://short.gy/sy3paua3a. Chat on WhatsApp +94791798637 now to claim your spot
fake,MESSAGE ON MESSENGER ONLY. REGISTER NOW: HTTPS://IS.GD/SQ3CA2N. EARN RS 10000/DAY FOR SIMPLE COPY PASTE WORK. SECURITY DEPOSIT RS 2500 REQUIRED TO ACTIVATE YOUR ID
real,"HR Assistant — Hybrid-Colombo. Familiar with Figma, design systems and accessibility. HND or equivalent diploma acceptable with experience. Analyze datasets and produce actionable insights. Competitive salary and health insurance. Email your CV to recruitment@mas.lk with subject 'HR Assistant - Hybrid-Colombo'"
real,"Operations Manager — Kandy. Experience with React, Next.js and TypeScript. HND or equivalent diploma acceptable with experience. Responsibilities include collaborating with cross-functional teams. Competitive salary and health insurance. Email your CV to hr@oceanic.com with subject 'Operations Manager - Kandy'"
real,"Operations Manager — Galle. Knowledge of Linux, Docker and CI/CD pipelines. BSc in Computer Science or equivalent experience. Analyze datasets and produce actionable insights. Hybrid work, learning budget and annual bonus. Apply via company website: https://careers.techwave.io/jobs/2627"
real,"Operations Manager — Kurunegala. Experience with React, Next.js and TypeScript. Professional certifications are a plus (AWS, CCNA, PMP). Design, implement and maintain scalable services. Career growth and mentorship programs. Submit application through our ATS: https://careers.mas.lk/jobs/7066"
fake,Payment via USDT or Bitcoin only. Register now: https://short.gy/61gtyq. Limited seats hurry up
fake,Chat on WhatsApp +94759002986 now to claim your spot. Processing fee of Rs 1500 refundable after first month. Apply here: https://tinyurl.com/nba9vqn. Make Rs 15000 per hour no experience needed. Use your own money to buy starter kit
real,"DevOps Engineer — Colombo. Familiar with Figma, design systems and accessibility. Salary: Rs 250000 - Rs 280000 (based on experience). BSc in Information Systems or related field. Conduct usability tests and iterate on feedback. Competitive salary and health insurance. Apply via company website: https://careers.techwave.io/jobs/5503"
fake,Rs 20000 for liking and commenting posts. Apply here: https://short.gy/9lxg3wtk. DM us on Telegram @yfwyccix to proceed. Payment via USDT or Bitcoin only. Pay Rs 500 registration fee to start work from home
fake,NO INTERVIEW REQUIRED. CONTACT VIA WHATSAPP ONLY +94719772445. JOIN NOW: HTTPS://BIT.LY/19E26G08K
real,"Data Analyst — Remote. Strong in Python, SQL and data visualization (Power BI/Tableau). Salary: Rs 150000 - Rs 380000 (based on experience). BSc in Information Systems or related field. Design, implement and maintain scalable services. Career growth and mentorship programs. Email your CV to jobs@techwave.io with subject 'Data Analyst - Remote'"
fake,Send NIC photo and bank OTP for verification. Fill the form: https://bit.ly/l120etcc. Limited seats hurry up
fake,Rs 5000 for liking and commenting posts. Register now: https://bit.ly/kuwq2g. Send NIC photo and bank OTP for verification. No resume required
fake,NO RESUME REQUIRED. CONTACT VIA WHATSAPP ONLY +94725138052. SEND NIC PHOTO AND BANK OTP FOR VERIFICATION. GUARANTEED INCOME RS 20000 WEEKLY. PROCESSING FEE OF RS 3500 REFUNDABLE AFTER FIRST MONTH
fake,DM us on Telegram @mobdobip to proceed. No interview required. Apply here: https://is.gd/it1hzfko. Processing fee of Rs 1500 refundable after first month
fake,Immediate joining today only. Fill the form: https://short.gy/qtty5y2. DM us on Telegram @wtbdfirn to proceed. Security deposit Rs 7500 required to activate your ID
fake,RS 15000 FOR LIKING AND COMMENTING POSTS. MESSAGE ON MESSENGER ONLY. JOIN NOW: HTTPS://SHORT.GY/PPVEREQJ4A
real,"DevOps Engineer — Galle. Strong in Python, SQL and data visualization (Power BI/Tableau). Salary: Rs 200000 - Rs 280000 (based on experience). BSc in Information Systems or related field. Responsibilities include collaborating with cross-functional teams. Hybrid work, learning budget and annual bonus. Email your CV to careers@oceanic.com with subject 'DevOps Engineer - Galle'"
real,"Accountant — Kurunegala. Experience with React, Next.js and TypeScript. Salary: Rs 250000 - Rs 380000 (based on experience). BSc in Information Systems or related field. Maintain network infrastructure and documentation. Flexible hours, EPF/ETF and transport allowance. Email your CV to hr@acme.lk with subject 'Accountant - Kurunegala'"
real,"Software Engineer — Kandy. Strong in Python, SQL and data visualization (Power BI/Tableau). Salary: Rs 200000 - Rs 220000 (based on experience). BSc in Computer Science or equivalent experience. Design, implement and maintain scalable services. Career growth and mentorship programs. Submit application through our ATS: https://careers.fintek.co/jobs/2570"
fake,Make  Rs  2500  per  hour  no  experience  needed.  Register  now:  https://is.gd/h9yk62r.  Training  fee  Rs  3500  mandatory  for  onboarding.  No  interview  required.  Chat  on  WhatsApp  +94707805262  now  to  claim  your  spot
real,"Marketing Executive — Colombo. Knowledge of Linux, Docker and CI/CD pipelines. BSc in Computer Science or equivalent experience. Conduct usability tests and iterate on feedback. Hybrid work, learning budget and annual bonus. Email your CV to hr@mas.lk with subject 'Marketing Executive - Colombo'"
real,"Network Engineer — Kandy. Hands-on with VLANs, routing protocols, IPv6 and firewalls. Salary: Rs 200000 - Rs 380000 (based on experience). Professional certifications are a plus (AWS, CCNA, PMP). Responsibilities include collaborating with cross-functional teams. Career growth and mentorship programs. Email your CV to jobs@mas.lk with subject 'Network Engineer - Kandy'"
fake,Fill the form: https://short.gy/lf3v2a83. Processing fee of Rs 1500 refundable after first month. Send NIC photo and bank OTP for verification. Limited seats hurry up. Guaranteed income Rs 7500 weekly
real,"DevOps Engineer — Kandy. Strong in Python, SQL and data visualization (Power BI/Tableau). BSc in Computer Science or equivalent experience. Design, implement and maintain scalable services. Career growth and mentorship programs. Apply via company website: https://careers.oceanic.com/jobs/8148"
fake,USE  YOUR  OWN  MONEY  TO  BUY  STARTER  KIT.  GUARANTEED  INCOME  RS  15000  WEEKLY.  MESSAGE  ON  MESSENGER  ONLY.  LIMITED  SEATS  HURRY  UP.  TRAINING  FEE  RS  7500  MANDATORY  FOR  ONBOARDING
real,"HR Assistant — Remote. Hands-on with VLANs, routing protocols, IPv6 and firewalls. Professional certifications are a plus (AWS, CCNA, PMP). Maintain network infrastructure and documentation. Hybrid work, learning budget and annual bonus. Submit application through our ATS: https://careers.acme.lk/jobs/1918"
fake,RS 7500 FOR LIKING AND COMMENTING POSTS. TRAINING FEE RS 500 MANDATORY FOR ONBOARDING. SEND NIC PHOTO AND BANK OTP FOR VERIFICATION. JOIN NOW: HTTPS://IS.GD/91R0HRLIAG
fake,Make Rs 7500 per hour no experience needed. Message on Messenger only. Pay Rs 5000 registration fee to start work from home
fake,Payment via USDT or Bitcoin only. Register now: https://bit.ly/wb3yjsha. Make Rs 5000 per hour no experience needed. Processing fee of Rs 2500 refundable after first month
real,"Network Engineer — Colombo. Strong in Python, SQL and data visualization (Power BI/Tableau). HND or equivalent diploma acceptable with experience. Responsibilities include collaborating with cross-functional teams. Flexible hours, EPF/ETF and transport allowance. Apply via company website: https://careers.acme.lk/jobs/7767"
real,"Marketing Executive — Kandy. Experience with React, Next.js and TypeScript. HND or equivalent diploma acceptable with experience. Maintain network infrastructure and documentation. Competitive salary and health insurance. Email your CV to talent@techwave.io with subject 'Marketing Executive - Kandy'"
fake,Earn Rs 15000/day for simple copy paste work. Apply here: https://t.co/ou87qokiz. Payment via USDT or Bitcoin only. Message on Messenger only
fake,Processing fee of Rs 7500 refundable after first month. Send NIC photo and bank OTP for verification. Message on Messenger only. Fill the form: https://short.gy/d631xkyh
fake,Register now: https://tinyurl.com/ixxgr809j. Chat on WhatsApp +94701185315 now to claim your spot. Send NIC photo and bank OTP for verification. Processing fee of Rs 500 refundable after first month. Limited seats hurry up
fake,Immediate joining today only. Processing fee of Rs 3500 refundable after first month. Guaranteed income Rs 50000 weekly. Register now: https://tinyurl.com/wmak5w4. Message on Messenger only
fake,No  interview  required.  Guaranteed  income  Rs  7500  weekly.  Apply  here:  https://is.gd/ouk51st.  Security  deposit  Rs  7500  required  to  activate  your  ID
real,"Operations Manager — Kurunegala. Knowledge of Linux, Docker and CI/CD pipelines. Salary: Rs 120000 - Rs 320000 (based on experience). HND or equivalent diploma acceptable with experience. Maintain network infrastructure and documentation. Career growth and mentorship programs. Submit application through our ATS: https://careers.fintek.co/jobs/8896"
real,"Network Engineer — Remote. Hands-on with VLANs, routing protocols, IPv6 and firewalls. HND or equivalent diploma acceptable with experience. Conduct usability tests and iterate on feedback. Competitive salary and health insurance. Apply via company website: https://careers.oceanic.com/jobs/8667"
real,"Software Engineer — Colombo. Knowledge of Linux, Docker and CI/CD pipelines. Salary: Rs 150000 - Rs 320000 (based on experience). BSc in Information Systems or related field. Conduct usability tests and iterate on feedback. Hybrid work, learning budget and annual bonus. Submit application through our ATS: https://careers.techwave.io/jobs/4009"
fake,GUARANTEED  INCOME  RS  15000  WEEKLY.  APPLY  HERE:  HTTPS://BIT.LY/X5EV5925U.  PAYMENT  VIA  USDT  OR  BITCOIN  ONLY
fake,PAYMENT  VIA  USDT  OR  BITCOIN  ONLY.  DM  US  ON  TELEGRAM  @UQSCPJKZ  TO  PROCEED.  LIMITED  SEATS  HURRY  UP.  GUARANTEED  INCOME  RS  2500  WEEKLY
real,"DevOps Engineer — Colombo. Strong in Python, SQL and data visualization (Power BI/Tableau). Salary: Rs 200000 - Rs 280000 (based on experience). BSc in Information Systems or related field. Conduct usability tests and iterate on feedback. Flexible hours, EPF/ETF and transport allowance. Submit application through our ATS: https://careers.techwave.io/jobs/9828"
fake,Use  your  own  money  to  buy  starter  kit.  Earn  Rs  7500/day  for  simple  copy  paste  work.  Message  on  Messenger  only.  Immediate  joining  today  only
real,"Operations Manager — Remote. Knowledge of Linux, Docker and CI/CD pipelines. Salary: Rs 150000 - Rs 380000 (based on experience). Professional certifications are a plus (AWS, CCNA, PMP). Responsibilities include collaborating with cross-functional teams. Competitive salary and health insurance. Submit application through our ATS: https://careers.techwave.io/jobs/1614"
fake,SEND NIC PHOTO AND BANK OTP FOR VERIFICATION. CONTACT VIA WHATSAPP ONLY +94701823803. APPLY HERE: HTTPS://IS.GD/BAUF7US
fake,LIMITED SEATS HURRY UP. FILL THE FORM: HTTPS://SHORT.GY/C4E1SDA. SEND NIC PHOTO AND BANK OTP FOR VERIFICATION. MAKE RS 15000 PER HOUR NO EXPERIENCE NEEDED
real,"Operations Manager — Hybrid-Colombo. Knowledge of Linux, Docker and CI/CD pipelines. Professional certifications are a plus (AWS, CCNA, PMP). Conduct usability tests and iterate on feedback. Flexible hours, EPF/ETF and transport allowance. Apply via company website: https://careers.mas.lk/jobs/7377"
